施設種別,地区,保育園名,所在地,緯度,経度,種別,電話番号,入園可能月齢,保育年齢別定員　0歳,保育年齢別定員　1歳,保育年齢別定員　2歳,保育年齢別定員　3歳,保育年齢別定員　4歳,保育年齢別定員　5歳,保育年齢別定員　合計,短時間保育開始時間,短時間保育終了時間,標準時間開始時間,標準時間終了時間,延長保育対象月齢,延長保育,休園日,運営事業者(指定管理者),保育園ホームページ
保育室,,保育室SUKUSUKU,梅丘1-8-9,139.6542991360111,35.654042038045105,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011801.html
私立認定こども園,,円光院幼稚園(認定こども園),梅丘2-19-8,139.65226793521083,35.65041592572728,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00141151.html
私立保育園,,太子堂なごみ保育園分園うめがおか,梅丘2-11-9,139.65399467721403,35.64953516166613,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00125111.html
私立保育園,,羽根木のぞみ保育園,羽根木1-7-11,139.6604008490472,35.66510026384111,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00138955.html
保育室,,ドレミファ保育室,北沢2-26-23,139.66673173142516,35.66221397821025,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011802.html
病児・病後児保育室,,病児・病後児保育室下北沢ひよこ園,北沢2-26-25,139.666599274513,35.66196077935696,,,,,,,,,,,,,,,,,,, 
区立保育園,,三宿保育園,三宿2-37-3,139.67288746632337,35.6527940525825,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00129685.html
私立保育園,,下馬鳩ぽっぽ保育園分園 野の花園,三宿2-26-25,139.67446722466684,35.65243460524645,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00033353.html
私立保育園,,太子堂なごみ保育園,太子堂2-3-10,139.67352503715523,35.64729939488824,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00031206.html
保育室,,なかよし保育室,池尻2-28-12,139.68374531151795,35.64900620675925,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011798.html
認証保育所,,都市型保育園ポポラー東京三軒茶屋園,太子堂3-37-1,139.670544100454,35.651149323751255,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00017423.html
認証保育所,,蓮美幼児学園池尻ナーサリー,池尻3-20-1,139.68148874781824,35.64940097979261,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011866.html
私立保育園,,東北沢ききょう保育園,北沢1-20-11,139.67357394145975,35.665164611155575,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00036835.html
区立保育園,,池尻保育園,池尻2-3-11,139.6824692925542,35.64663787269281,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00139543.html
私立保育園,,遊愛保育園,三宿2-16-32,139.67556749777825,35.651770115635806,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00138817.html
認証保育所,,わらべうた三宿保育園,池尻3-23-2,139.6798101181974,35.648439878277244,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00131240.html
私立保育園,,代沢みこころ保育園,代沢2-27-1,139.66869457379087,35.65763382278833,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00134579.html
区立保育園,,西之谷保育園,北烏山6-12-21,139.59667307236595,35.6725926058636,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011791.html
私立保育園,,せたがや小鳥の森保育園,北烏山8-9-13,139.5893156786219,35.675699816282,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00031238.html
認証保育所,,京王キッズプラッツ烏山,南烏山5-17-5,139.6013195598788,35.666911112270355,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00019355.html
認証保育所,,ゆらりん千歳烏山保育園,南烏山6-6-2,139.59979478515643,35.66786560155938,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011888.html
認証保育所,,ラフ・クルー烏山保育園,南烏山6-38-9,139.59970224656897,35.671988744174406,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00022618.html
私立保育園,,烏山保育園,南烏山6-22-14,139.59805945593348,35.669867684358366,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00011789.html
私立保育園,,烏山いちご保育園,北烏山8-1-5,139.59163750975415,35.674973668512365,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00138957.html
病児・病後児保育室,,病児・病後児保育室ポピンズルーム千歳烏山,南烏山6-12-12,139.59784419073534,35.66839253016428,,,,,,,,,,,,,,,,,,, 
認証保育所,,ポピンズナーサリースクール千歳烏山,南烏山6-12-12,139.59792033337808,35.668342652940545,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00131242.html
区立保育園,,上北沢保育園,上北沢4-25-3,139.6202368554569,35.66973861495006,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011782.html
区立保育園,,烏山北保育園,北烏山3-13-35,139.601918321579,35.67736870677475,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011790.html
区立保育園,,八幡山保育園,粕谷2-22-3,139.61114093810423,35.66641747556601,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00122189.html
区立保育園,,芦花保育園,南烏山2-30-17,139.60643487218962,35.66944064356343,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011788.html
保育室,,メネス保育園,南烏山4-16-16,139.60136565921823,35.670868671755045,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011813.html
認証保育所,,芦花ゆりかご保育園,南烏山3-9-10,139.60650629142782,35.671449303490206,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011889.html
病児・病後児保育室,,子育てステーション烏山病児病後児保育室にこりんるーむ,南烏山5-17-5,139.60143001683335,35.666911325042065,,,,,,,,,,,,,,,,,,, 
私立保育園,,北烏山なごみ保育園,北烏山3-11-6,139.6022005325417,35.673897801409765,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00125115.html
私立保育園,,小さなおうち保育園,上北沢3-1-20,139.6274003412564,35.66627592977263,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1239/d00125117.html
区立保育園,,大原保育園,大原1-23-13,139.66143271185592,35.667578082615385,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011739.html
区立保育園,,松原北保育園,松原1-11-4,139.65373298483334,35.666586602111195,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011741.html
認証保育所,,アスク明大前保育園,松原1-50-15,139.65445788882766,35.669619086554704,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1241/d00011875.html
保育室,,みどり幼稚園保育室,松原2-17-22,139.64850782273072,35.66643528719676,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1240/d00011804.html
区立保育園,,若竹保育園,北沢5-18-4,139.6696994092754,35.66953953917111,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1203/1238/d00011740.html
児童館,,奥沢子育て児童ひろば,奥沢4-8-14,139.6715918488661,35.60051312581713,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00138570.html
児童館,,喜多見児童館,喜多見2-10-40,139.59473619948753,35.62473137310741,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007150.html
児童館,,鎌田児童館,鎌田3-35-1,139.6135265328627,35.62231075229302,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00145703.html
児童館,,玉川台児童館,玉川台1-6-15,139.63304341094616,35.62294491298332,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00131693.html
児童館,,森の児童館,上野毛4-29-18,139.63879778621958,35.61686912990768,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007135.html
児童館,,深沢児童館,深沢4-33-11,139.65386293529934,35.62017706530916,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007138.html
児童館,,等々力児童館,等々力3-25-16,139.6500070505441,35.61127372669052,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007126.html
児童館,,成城さくら児童館,成城3-18-23,139.59762760252335,35.63410868644257,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007153.html
児童館,,山野児童館,砧4-1-7,139.61465542503953,35.638030578802216,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007156.html
児童館,,桜丘児童館,桜丘5-14-1,139.6223318970823,35.644783761974175,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00131993.html
児童館,,上町児童館,世田谷2-30-16,139.64287837866578,35.64305645552068,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00145540.html
児童館,,上用賀児童館,上用賀4-14-3,139.63005457585237,35.635865397126665,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007141.html
児童館,,新町児童館,新町2-23-4,139.64769689469577,35.63083265288893,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007144.html
児童館,,弦巻児童館,弦巻1-26-11,139.65192860525931,35.63697794028432,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007085.html
児童館,,野沢児童館,野沢1-8-14,139.67118023845575,35.63471827093553,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007092.html
児童館,,上祖師谷ぱる児童館,上祖師谷4-5-6,139.5967564853518,35.653585896573055,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00145762.html
児童館,,粕谷児童館,粕谷4-13-6,139.60514495327027,35.66295273515063,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/131/497/1851/d00007123.html
児童館,,祖師谷児童館,祖師谷4-28-6,139.6062614957602,35.64967399423909,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00147123.html
児童館,,船橋児童館,船橋5-17-28,139.62543069414917,35.65479530508303,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007147.html
児童館,,松沢児童館,赤堤4-37-14,139.64179310017872,35.66440704414511,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007108.html
児童館,,若林児童館,若林5-18-13,139.65697327815658,35.64862320822978,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007082.html
児童館,,代田南児童館,代田1-21-11,139.66178795688643,35.6526129929917,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007111.html
児童館,,代田児童館,代田６－３４－１３,139.66061883134068,35.662761889319775,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00124214.html
児童館,,池尻児童館,池尻2-3-11,139.68256036408658,35.646637486853166,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007077.html
児童館,,烏山児童館,南烏山4-26-3,139.60153857366308,35.67172343106817,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007114.html
児童館,,上北沢児童館,上北沢3-8-9,139.6255716366855,35.66739863246925,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1209/1249/d00007117.html
子ども・子育て支援,,たまがわ　いち・にい・さん,世田谷区玉川1-2-3,139.63121384656824,35.60804327569608,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/449/d00152766.html
ほっとスクール,,ほっとスクール「尾山台」,尾山台3-19-3,139.65416057190777,35.60499036504008,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1208/d00005679.html
子ども・子育て支援,,玉堤一丁目おでかけひろば,世田谷区玉堤1-8-5,139.6533022188551,35.594290305041255,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/449/d00153922.html
子ども・子育て支援,,きぬたまの家（うち）,鎌田1-19-1-101,139.6150069026455,35.618121183014736,,,,,,,,,,,,,,,,,,,http://setagaya-mizubedesign.org/kinutama_uchi.html
子ども関係の相談機関,,教育相談室玉川分室,玉川2-1-15,139.63135214120965,35.61147145849266,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1208/d00005676.html
子ども・子育て支援,,ひまわり,玉川4-16-6,139.62391181230555,35.61772460894992,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/449/d00040023.html
子ども・子育て支援,,かみのげおでかけひろば,上野毛1-27-5,139.63813452557608,35.61260728903562,,,,,,,,,,,,,,,,,,, 
子ども・子育て支援,,おでかけひろば　まーぶる,世田谷区瀬田2-25-10,139.63186806266782,35.62045186785576,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/449/d00152768.html
子ども・子育て支援,,子育てステーション成城,成城6-5-34,139.59902380719302,35.640177426088336,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/454/d00016017.html
子ども関係の相談機関,,教育相談室砧分室,成城6-3-10,139.60065913803913,35.64078713163229,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1208/d00005676.html
子ども・子育て支援,,おでかけひろば FUKU＊fuku,世田谷区喜多見9-14-15,139.5858996246419,35.63882093216395,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/449/d00152767.html
子ども・子育て支援,,発達障害相談・療育センター「げんき」,大蔵2-10-18,139.61295802031688,35.63462907348153,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1224/1353/d00132485.html
子ども関係の相談機関,,東京都世田谷児童相談所,桜丘5-28-12,139.6197365972886,35.64355778621789,,,,,,,,,,,,,,,,,,, 
子ども・子育て支援,,子育てステーション桜新町,桜新町2-8-1,139.64522524780236,35.63195873735193,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/454/d00127459.html
子ども・子育て支援,,古民家mamas＠世田谷1丁目,世田谷1-11-18,139.65341291699778,35.641849254753865,,,,,,,,,,,,,,,,,,,http://ameblo.jp/kominkamamas/
子ども・子育て支援,,まちもりほっとステイSUKUSUKU,世田谷3丁目1番27号,139.65032727369967,35.642904985139324,,,,,,,,,,,,,,,,,,,http://www.setagaya-station.com/matimori/sukusuku/index.html
子ども・子育て支援,,ほっとステイ「ぽっぽ」,上馬4丁目12番3号,139.6626640719668,35.635508551491235,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/448/d00150937.html
子ども・子育て支援,,子育てステーション世田谷,太子堂1-12-40,139.67498125202914,35.64524654157095,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/454/d00016047.html
子ども関係の相談機関,,教育相談室世田谷分室,太子堂4-3-1,139.66873090748408,35.64336960935341,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1208/d00005676.html
子ども・子育て支援,,のざわテットーひろば,野沢3-14-22,139.67642854777125,35.630262317645595,,,,,,,,,,,,,,,,,,,http://tettohiroba.lolipop.jp
子ども・子育て支援,,ひょっこりひろば,下馬3-10-7,139.67422931078872,35.63468123318608,,,,,,,,,,,,,,,,,,,http://www.inami-shounika.jp/hyokkori/
子ども・子育て支援,,けやき広場,成城8-27-17,139.5939714786773,35.64859093007733,,,,,,,,,,,,,,,,,,,http://www.seijo-tsukushinbo.jp/childcare.shtml
子ども・子育て支援,,すこやか広場,船橋1-30-9,139.6211071834346,35.64794783271648,,,,,,,,,,,,,,,,,,,http://www.kisenfukushi.com/service/kodomono_seikatsu_hoiku/sukoyaka_hiroba
子ども・子育て支援,,みずき広場,祖師谷6-33-5,139.60353025604533,35.657390459680826,,,,,,,,,,,,,,,,,,,http://setagaya-tsukushinbo.jp/childcare.shtml
子ども・子育て支援,,ほっとステイ　カムパネルラ経堂,宮坂3-15-15,139.63745282216772,35.653961734452565,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/448/d00150938.html
子ども・子育て支援,,生活クラブ子育て広場ぶらんこ,宮坂3-13-13,139.63745931928787,35.65297428948437,,,,,,,,,,,,,,,,,,,http://tokyo.seikatsuclub.coop/care/raise/buranko.html
子ども・子育て支援,,子ども・子育て総合センター,宮坂3-15-15,139.6373143956093,35.65388994011895,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/449/d00007788.html
子ども・子育て支援,,ぐみの木ひろば,世田谷区上北沢1-32-10,139.62356700626447,35.66409691585936,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/449/d00153921.html
ほっとスクール,,ほっとスクール「城山」,豪徳寺2-10-9,139.64942520889343,35.64815998350923,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1208/d00005679.html
子ども・子育て支援,,子育てステーション梅丘,梅丘1-31-36,139.6542355021637,35.656178380855174,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/454/d00027635.html
子ども・子育て支援,,おでかけひろば＠あみーご,松原4-2-18,139.64795172135646,35.66087097830179,,,,,,,,,,,,,,,,,,,http://plaza.rakuten.co.jp/atamigo/
子ども・子育て支援,,そらまめハウス,代田4-38-52,139.65602297851115,35.658146111331504,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Playpark.Setagaya
子ども・子育て支援,,おでかけひろば一空（いっくう）,代沢1-25-11,139.67607212408046,35.65614415610063,,,,,,,,,,,,,,,,,,,http://www.facebook.com/odekake1kuu/
子ども・子育て支援,,子育てステーション烏山,南烏山5-17-5,139.601319820679,35.666820975613085,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/kurashi/103/128/454/d00019245.html
子ども関係の相談機関,,教育相談室烏山分室,南烏山4-26-2,139.60142581889656,35.67187634005434,,,,,,,,,,,,,,,,,,,http://www.city.setagaya.lg.jp/shisetsu/1208/d00005676.html
子ども・子育て支援,,おでかけひろば  ぶりっじ＠roka,南烏山2-30-11,139.6077466616373,35.66926076082424,,,,,,,,,,,,,,,,,,,http://blog.livedoor.jp/bridgeroka/files/map.html
子ども・子育て支援,,ぽっぽちゃんひろば,世田谷区上北沢3-1-19　福音寮3F,139.62695743010192,35.6661821499062,,,,,,,,,,,,,,,,,,,http://www.fukuinryo.or.jp/kosodate.html
子ども・子育て支援,,おでかけひろば　ぼっこ,北沢5-14-10,139.66698055772792,35.669731411555794,,,,,,,,,,,,,,,,,,,http://osekkai.jimdo.com/
あずさわ児童館,,,板橋区小豆沢3-9-2-103,35.78055254,139.6960174,,03-3966-2825,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/azuj/index.html
大山東児童館,,,板橋区大山東町8-7,35.74746404,139.7061018,,03-3579-6767,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/oyamahj/index.html
上板橋児童館,,,板橋区上板橋2-3-8,35.76169547,139.6737793,,03-3933-6970,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/kamij/index.html
紅梅児童館,,,板橋区徳丸6-2-10,35.77640453,139.6630818,,03-3934-6477,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/kobaij/index.html
さかうえ児童館,,,板橋区小豆沢1-20-17,35.77569326,139.7022981,,03-3965-9733,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/sakauej/index.html
清水児童館,,,板橋区清水町72-7,35.76538538,139.7046049,,03-3963-3313,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/shimizuj/index.html
志村児童館,,,板橋区志村2-16-11,35.7749649,139.6858318,,03-3969-5881,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/shimuj/index.html
志村橋児童館,,,板橋区舟渡3-6-3,35.79354685,139.6801598,,03-3966-6849,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/sbashij/index.html
しらさぎ児童館,,,板橋区成増5-19-4,35.78805343,139.6339624,,03-3979-3895,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/shiraj/index.html
新河岸児童館,,,板橋区新河岸1-3-2-101,35.7937633,139.664161,,03-3937-8337,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/shingaj/index.html
高島平児童館,,,板橋区高島平3-12-28,35.78700132,139.6587415,,03-3979-3894,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/takaj/index.html
東新児童館,,,板橋区東新町2-43-5,35.75259118,139.6806096,,03-3972-8020,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/toshinj/index.html
なります児童館,,,板橋区成増3-34-21,35.78117464,139.6315036,,03-3939-6502,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/narij/index.html
西徳児童館,,,板橋区西台4-4-37,35.77020916,139.6680585,,03-3936-2409,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/nishitoj/index.html
蓮根児童館,,,板橋区蓮根2-6-15,35.78129924,139.6765946,,03-3968-0688,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/hasuj/index.html
蓮根第二児童館,,,板橋区蓮根3-15-1-104,35.78903786,139.6765475,,03-3969-5582,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/hasu3j/index.html
はすのみ児童館,,,板橋区高島平1-50-2,35.78405849,139.671563,,03-3934-5980,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/hasunoj/index.html
氷川児童館,,,板橋区氷川町24-2,35.75436514,139.7051674,,03-3961-5723,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/hikawaj/index.html
富士見台児童館,,,板橋区前野町1-8-1,35.76401331,139.69623,,03-3965-8524,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/fujimij/index.html
緑が丘児童館,,,板橋区中台3-27-2,35.77326021,139.6791025,,03-3934-4176,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/midorij/index.html
南板橋児童館,,,板橋区板橋1-39-1,35.74779264,139.7149683,,03-3963-4518,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/mitaj/index.html
南前野児童館,,,板橋区前野町2-23-1,35.7657545,139.6882041,,03-3967-3870,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/mmaenoj/index.html
向原児童館,,,板橋区向原1-18-5,35.74247383,139.6848543,,03-3974-6736,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/mukaij/index.html
弥生児童館,,,板橋区弥生町16-3,35.75316198,139.6942392,,03-3956-8311,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/yayoij/index.html
ゆりの木児童館,,,板橋区赤塚新町3-32-11-209,35.76922728,139.6386133,,03-3977-2651,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/yurij/index.html
子ども家庭支援センター,,,板橋区栄町36-1,35.75096502,139.7053164,,03-3579-2656,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_kurashi/009/009826.html
赤塚児童館,,,板橋区赤塚6-38-1,35.77884326,139.6449369,,03-3938-8821,,,,,,,,,,,,,,,,,http://www.city.itabashi.tokyo.jp/c_sections/akaj/index.html
こども発達支援センター,,,練馬区光が丘3-1-1,35.75399596,139.6306569,,03-3975-6251,,,,,,,,,,,,,,,,,
栄町児童館,,,練馬区栄町40-7,35.7394713,139.6710343,,03-3994-3287,,,,,,,,,,,,,,,,,
中村児童館,,,練馬区中村2-25-3,35.73178056,139.6421563,,03-3998-4890,,,,,,,,,,,,,,,,,
平和台児童館,,,練馬区平和台2-18-14,35.76007643,139.6615122,,03-3933-0297,,,,,,,,,,,,,,,,,
春日町児童館,,,練馬区春日町2-28-3,35.75702518,139.6462502,,03-3998-8799,,,,,,,,,,,,,,,,,
北町児童館,,,練馬区北町1-19-17,35.76411586,139.6678746,,03-3931-5481,,,,,,,,,,,,,,,,,
光が丘児童館,,,練馬区光が丘1-3-1,35.76774993,139.6391004,,03-3975-7137,,,,,,,,,,,,,,,,,
光が丘なかよし児童館,,,練馬区光が丘2-9-6,35.75953299,139.630003,,03-5997-7720,,,,,,,,,,,,,,,,,
土支田児童館,,,練馬区土支田2-32-8,35.76351856,139.6136213,,03-3925-4784,,,,,,,,,,,,,,,,,
南田中児童館,,,練馬区南田中5-15-25,35.73789985,139.611507,,03-3995-5534,,,,,,,,,,,,,,,,,
三原台児童館,,,練馬区三原台2-11-29,35.75719653,139.6063417,,03-3924-8796,,,,,,,,,,,,,,,,,
石神井児童館,,,練馬区石神井町7-28-21,35.74466144,139.5981388,,03-3996-3800,,,,,,,,,,,,,,,,,
石神井台児童館,,,練馬区石神井台2-18-13,35.73570141,139.5896457,,03-3995-8267,,,,,,,,,,,,,,,,,
上石神井児童館,,,練馬区上石神井1-5-2,35.72564509,139.5924138,,03-3929-0999,,,,,,,,,,,,,,,,,
関町児童館,,,練馬区関町南4-15-7-102,35.72268641,139.5722555,,03-3920-1601,,,,,,,,,,,,,,,,,
東大泉児童館,,,練馬区東大泉7-20-1,35.74246023,139.5770483,,03-3921-9128,,,,,,,,,,,,,,,,,
西大泉児童館,,,練馬区西大泉3-21-16,35.75966965,139.5788581,,03-3924-9537,,,,,,,,,,,,,,,,,
北大泉児童館,,,練馬区大泉町4-15-15,35.76306073,139.6001533,,03-3921-4856,,,,,,,,,,,,,,,,,
栄町保育園,,,練馬区栄町40-7,35.73960219,139.6710413,,03-3994-3285,,,,,,,,,,,,,,,,,
豊玉第四保育園,,,練馬区豊玉中1-9-11,35.73080466,139.6613958,,03-3948-2391,,,,,,,,,,,,,,,,,
豊玉保育園,,,練馬区豊玉中4-13-6,35.73263144,139.6501502,,03-3991-4484,,,,,,,,,,,,,,,,,
